Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Metomet,Antidepressant,Ointment,526 mg,Bristol-Myers Squibb Company,Infection,Prescription
Acetostatin,Antidiabetic,Syrup,853 mg,Biogen Inc.,Wound,Over-the-Counter
Dextrovir,Antiseptic,Drops,249 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Dolonazole,Antiviral,Injection,202 mg,GlaxoSmithKline plc,Virus,Prescription
Ibupronazole,Antifungal,Cream,478 mg,AbbVie Inc.,Fever,Over-the-Counter
Ibupronazole,Analgesic,Injection,257 mg,Biogen Inc.,Fever,Prescription
Acetomycin,Antidiabetic,Cream,335 mg,"Gilead Sciences, Inc.",Virus,Prescription
Amoxivir,Antipyretic,Drops,191 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Amoxicillin,Antipyretic,Inhaler,839 mg,Roche Holding AG,Virus,Over-the-Counter
Dextromycin,Antiviral,Injection,799 mg,Pfizer Inc.,Fever,Over-the-Counter
Amoximycin,Antiseptic,Injection,715 mg,AbbVie Inc.,Depression,Over-the-Counter
Metonazole,Antipyretic,Ointment,409 mg,Amgen Inc.,Infection,Over-the-Counter
Amoxivir,Antiviral,Cream,22 mg,Bayer AG,Virus,Over-the-Counter
Amoxiphen,Antibiotic,Tablet,825 mg,"Merck & Co., Inc.",Pain,Prescription
Amoxicillin,Antidepressant,Capsule,382 mg,Amgen Inc.,Virus,Prescription
Amoxivir,Antiseptic,Inhaler,789 mg,Johnson & Johnson,Wound,Prescription
Dextrophen,Antiseptic,Capsule,559 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Cefvir,Antiseptic,Ointment,14 mg,Novo Nordisk A/S,Diabetes,Prescription
Dextronazole,Antiviral,Ointment,863 mg,Pfizer Inc.,Infection,Prescription
Amoximycin,Antidepressant,Capsule,912 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dolocillin,Analgesic,Tablet,330 mg,Amgen Inc.,Infection,Over-the-Counter
Ibuprophen,Antiseptic,Ointment,55 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Ibuprostatin,Antifungal,Cream,905 mg,Amgen Inc.,Depression,Over-the-Counter
Ibupronazole,Antidepressant,Cream,434 mg,AstraZeneca plc,Infection,Over-the-Counter
Ibupromycin,Antiseptic,Drops,517 mg,AstraZeneca plc,Infection,Prescription
Amoxistatin,Antidiabetic,Cream,312 mg,Novartis AG,Depression,Over-the-Counter
Ibuprocillin,Analgesic,Capsule,695 mg,CSL Limited,Virus,Prescription
Amoxivir,Antiseptic,Cream,420 mg,Roche Holding AG,Depression,Over-the-Counter
Amoxivir,Antidiabetic,Inhaler,708 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dolovir,Antifungal,Capsule,846 mg,AstraZeneca plc,Infection,Prescription
Doloprofen,Antidepressant,Capsule,214 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Acetomycin,Antipyretic,Ointment,745 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Cefcillin,Antidiabetic,Syrup,515 mg,CSL Limited,Infection,Over-the-Counter
Clarimycin,Antiseptic,Syrup,431 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Clarivir,Antidepressant,Injection,453 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Clarinazole,Antidepressant,Syrup,489 mg,GlaxoSmithKline plc,Virus,Prescription
Cefprofen,Antifungal,Tablet,422 mg,Amgen Inc.,Infection,Over-the-Counter
Ibupronazole,Antipyretic,Drops,3 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dolomycin,Antibiotic,Syrup,532 mg,Johnson & Johnson,Fever,Over-the-Counter
Clarimycin,Antifungal,Drops,295 mg,Roche Holding AG,Depression,Prescription
Amoxistatin,Antidiabetic,Ointment,151 mg,Amgen Inc.,Diabetes,Over-the-Counter
Dolovir,Analgesic,Drops,917 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dextroprofen,Antidepressant,Tablet,135 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Amoxistatin,Antidiabetic,Syrup,14 mg,Johnson & Johnson,Wound,Over-the-Counter
Dolonazole,Antiseptic,Capsule,276 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Amoxiprofen,Antifungal,Inhaler,100 mg,Eli Lilly and Company,Fever,Over-the-Counter
Dextrovir,Antidepressant,Drops,670 mg,Sanofi S.A.,Diabetes,Prescription
Acetophen,Antidiabetic,Drops,198 mg,Roche Holding AG,Depression,Prescription
Ibupromycin,Antipyretic,Injection,457 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Amoxiphen,Antibiotic,Inhaler,501 mg,CSL Limited,Fungus,Over-the-Counter
Cefstatin,Antidepressant,Drops,764 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Dextrovir,Antibiotic,Capsule,403 mg,AstraZeneca plc,Fungus,Prescription
Metonazole,Analgesic,Inhaler,465 mg,Roche Holding AG,Depression,Prescription
Dextroprofen,Antidepressant,Capsule,708 mg,Bayer AG,Wound,Prescription
Dolomycin,Antifungal,Cream,901 mg,Eli Lilly and Company,Wound,Over-the-Counter
Clariprofen,Antiviral,Inhaler,728 mg,AstraZeneca plc,Infection,Prescription
Cefnazole,Antidepressant,Capsule,279 mg,CSL Limited,Infection,Prescription
Cefnazole,Antibiotic,Drops,46 mg,"Merck & Co., Inc.",Fungus,Prescription
Dolostatin,Antibiotic,Syrup,123 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Metomet,Antibiotic,Tablet,739 mg,"Gilead Sciences, Inc.",Virus,Prescription
Ibuprophen,Antifungal,Capsule,261 mg,Eli Lilly and Company,Infection,Over-the-Counter
Metomet,Antiseptic,Ointment,247 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Amoximet,Antibiotic,Injection,491 mg,AstraZeneca plc,Fever,Over-the-Counter
Dextromycin,Antifungal,Injection,586 mg,Amgen Inc.,Fever,Prescription
Ibupronazole,Antipyretic,Tablet,277 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Amoxivir,Antidiabetic,Injection,430 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Metomet,Antiviral,Inhaler,816 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Dextromycin,Antidiabetic,Syrup,284 mg,"Gilead Sciences, Inc.",Infection,Prescription
Claricillin,Antibiotic,Ointment,488 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Acetostatin,Antidiabetic,Drops,64 mg,Roche Holding AG,Fever,Prescription
Dextromycin,Antifungal,Cream,363 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Ibuproprofen,Antiseptic,Syrup,276 mg,Roche Holding AG,Fever,Prescription
Ibuprostatin,Antidiabetic,Capsule,862 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Amoxivir,Antipyretic,Tablet,461 mg,AstraZeneca plc,Pain,Prescription
Ibuprocillin,Antidiabetic,Ointment,126 mg,Bayer AG,Pain,Prescription
Acetostatin,Antipyretic,Ointment,228 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Claricillin,Antifungal,Cream,755 mg,Novartis AG,Pain,Prescription
Amoxiphen,Antipyretic,Ointment,584 mg,Johnson & Johnson,Depression,Prescription
Claristatin,Antifungal,Syrup,967 mg,AstraZeneca plc,Fever,Over-the-Counter
Metocillin,Antipyretic,Tablet,593 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Metomet,Antiviral,Inhaler,239 mg,Novartis AG,Fungus,Prescription
Cefnazole,Antibiotic,Syrup,764 mg,GlaxoSmithKline plc,Depression,Prescription
Metostatin,Antipyretic,Syrup,248 mg,Roche Holding AG,Pain,Over-the-Counter
Dolocillin,Antifungal,Syrup,185 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dextronazole,Antipyretic,Tablet,35 mg,Pfizer Inc.,Wound,Prescription
Cefvir,Antidepressant,Ointment,564 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Metomycin,Antiseptic,Inhaler,542 mg,AstraZeneca plc,Pain,Over-the-Counter
Cefcillin,Antifungal,Cream,723 mg,"Gilead Sciences, Inc.",Wound,Prescription
Doloprofen,Antifungal,Drops,744 mg,Johnson & Johnson,Depression,Over-the-Counter
Amoxinazole,Antibiotic,Cream,855 mg,Johnson & Johnson,Pain,Prescription
Amoxistatin,Antidepressant,Capsule,372 mg,GlaxoSmithKline plc,Depression,Prescription
Dolostatin,Antiviral,Inhaler,596 mg,Amgen Inc.,Wound,Prescription
Acetonazole,Antipyretic,Drops,96 mg,Johnson & Johnson,Depression,Over-the-Counter
Doloprofen,Antiseptic,Inhaler,586 mg,Novartis AG,Wound,Over-the-Counter
Cefprofen,Antidiabetic,Tablet,427 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Clarimycin,Antiseptic,Ointment,350 mg,Amgen Inc.,Fever,Over-the-Counter
Dextromycin,Antidepressant,Cream,504 mg,AstraZeneca plc,Wound,Over-the-Counter
Dextrophen,Antibiotic,Syrup,596 mg,Eli Lilly and Company,Wound,Prescription
Cefstatin,Antibiotic,Capsule,880 mg,Sanofi S.A.,Fungus,Over-the-Counter
Ibuproprofen,Antiviral,Capsule,899 mg,Roche Holding AG,Pain,Over-the-Counter
Dextroprofen,Antibiotic,Drops,204 mg,GlaxoSmithKline plc,Fungus,Prescription
Acetocillin,Antiseptic,Injection,636 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Cefprofen,Antidiabetic,Syrup,806 mg,AbbVie Inc.,Fungus,Over-the-Counter
Dolonazole,Antiviral,Tablet,883 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Acetocillin,Analgesic,Capsule,658 mg,Novo Nordisk A/S,Virus,Prescription
Metomycin,Antidepressant,Injection,703 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Ibupromet,Antiseptic,Tablet,264 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Clarinazole,Antiseptic,Inhaler,823 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dextromet,Antifungal,Injection,464 mg,Amgen Inc.,Virus,Prescription
Ibuprovir,Antifungal,Inhaler,65 mg,AstraZeneca plc,Fever,Prescription
Dextromycin,Antiseptic,Ointment,783 mg,Sanofi S.A.,Wound,Over-the-Counter
Ibuprostatin,Antidepressant,Capsule,790 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Acetostatin,Analgesic,Syrup,822 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Cefstatin,Antipyretic,Syrup,992 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Metovir,Antidepressant,Drops,631 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Amoxicillin,Antiviral,Injection,464 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Dolophen,Antiviral,Tablet,386 mg,"Merck & Co., Inc.",Infection,Prescription
Cefstatin,Antipyretic,Ointment,854 mg,Eli Lilly and Company,Virus,Over-the-Counter
Acetophen,Antiviral,Capsule,709 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Ibuproprofen,Antidepressant,Capsule,634 mg,Pfizer Inc.,Wound,Over-the-Counter
Cefvir,Antipyretic,Inhaler,909 mg,Pfizer Inc.,Depression,Prescription
Metomet,Antidepressant,Tablet,569 mg,Pfizer Inc.,Fever,Prescription
Cefmycin,Antibiotic,Syrup,938 mg,Amgen Inc.,Wound,Prescription
Clarimet,Antidiabetic,Syrup,455 mg,Bayer AG,Virus,Over-the-Counter
Claricillin,Antidiabetic,Ointment,196 mg,Bayer AG,Virus,Over-the-Counter
Dolonazole,Antiviral,Drops,700 mg,GlaxoSmithKline plc,Pain,Prescription
Amoximet,Antidiabetic,Tablet,166 mg,Biogen Inc.,Fever,Over-the-Counter
Cefvir,Antidepressant,Inhaler,292 mg,"Gilead Sciences, Inc.",Infection,Prescription
Cefnazole,Antidepressant,Ointment,3 mg,Roche Holding AG,Virus,Prescription
Acetomycin,Antidiabetic,Ointment,290 mg,Novo Nordisk A/S,Pain,Prescription
Amoximet,Antidiabetic,Cream,414 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Dolomet,Antidepressant,Cream,756 mg,Bristol-Myers Squibb Company,Fever,Prescription
Dextrophen,Antibiotic,Drops,914 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Dextromet,Antiseptic,Syrup,21 mg,Roche Holding AG,Pain,Over-the-Counter
Cefcillin,Antibiotic,Tablet,954 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Clarinazole,Analgesic,Syrup,995 mg,AbbVie Inc.,Depression,Prescription
Ibuproprofen,Antifungal,Drops,364 mg,Bayer AG,Virus,Over-the-Counter
Acetovir,Antidepressant,Cream,381 mg,Roche Holding AG,Infection,Prescription
Cefprofen,Antibiotic,Syrup,314 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Clarimet,Antibiotic,Ointment,646 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Amoxicillin,Analgesic,Drops,617 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Acetonazole,Antidiabetic,Injection,782 mg,Novo Nordisk A/S,Infection,Prescription
Amoxinazole,Antibiotic,Drops,655 mg,Sanofi S.A.,Fungus,Prescription
Cefcillin,Antidepressant,Syrup,693 mg,Novo Nordisk A/S,Infection,Prescription
Cefmet,Antibiotic,Drops,523 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Amoximet,Analgesic,Cream,597 mg,AbbVie Inc.,Fever,Over-the-Counter
Clariphen,Antipyretic,Drops,390 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Cefmycin,Antiviral,Injection,1 mg,Amgen Inc.,Fungus,Prescription
Cefcillin,Antidepressant,Drops,697 mg,Eli Lilly and Company,Infection,Over-the-Counter
Dextrostatin,Antipyretic,Drops,966 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dolonazole,Antifungal,Injection,382 mg,Bayer AG,Depression,Prescription
Clarimycin,Analgesic,Drops,556 mg,Johnson & Johnson,Depression,Prescription
Cefmycin,Antipyretic,Drops,511 mg,Johnson & Johnson,Fungus,Prescription
Amoxiphen,Antidiabetic,Drops,454 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Dolomet,Antifungal,Capsule,348 mg,Novartis AG,Diabetes,Over-the-Counter
Clariphen,Antifungal,Inhaler,770 mg,AbbVie Inc.,Virus,Over-the-Counter
Ibuprophen,Antidepressant,Ointment,759 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Dolophen,Antifungal,Syrup,457 mg,Amgen Inc.,Fungus,Over-the-Counter
Amoxicillin,Antibiotic,Injection,623 mg,CSL Limited,Fungus,Over-the-Counter
Amoxicillin,Antiviral,Injection,776 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Amoximycin,Antidiabetic,Drops,41 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Amoxistatin,Antidepressant,Cream,661 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Acetostatin,Analgesic,Drops,560 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Cefmet,Antipyretic,Inhaler,794 mg,Amgen Inc.,Pain,Prescription
Amoxiprofen,Antipyretic,Capsule,943 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Cefcillin,Antifungal,Tablet,522 mg,Roche Holding AG,Pain,Prescription
Dextromet,Antidiabetic,Cream,239 mg,Pfizer Inc.,Virus,Over-the-Counter
Dolomet,Antipyretic,Cream,685 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Acetomet,Antidepressant,Drops,770 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Clarivir,Antipyretic,Inhaler,971 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Metostatin,Antiseptic,Ointment,907 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dolonazole,Antiseptic,Tablet,545 mg,Biogen Inc.,Depression,Over-the-Counter
Amoxivir,Antipyretic,Syrup,356 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Ibuprophen,Analgesic,Drops,346 mg,GlaxoSmithKline plc,Fungus,Prescription
Amoximet,Antifungal,Ointment,960 mg,Johnson & Johnson,Virus,Over-the-Counter
Amoxicillin,Antidiabetic,Syrup,413 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Ibuprovir,Antidiabetic,Ointment,482 mg,AbbVie Inc.,Fever,Over-the-Counter
Acetonazole,Antidiabetic,Inhaler,229 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Amoxicillin,Antiseptic,Ointment,851 mg,Novartis AG,Depression,Prescription
Dolomycin,Antiviral,Drops,732 mg,Johnson & Johnson,Virus,Prescription
Acetomet,Antiviral,Cream,653 mg,Eli Lilly and Company,Diabetes,Prescription
Dextroprofen,Antidepressant,Syrup,830 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Acetomet,Antifungal,Drops,236 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Claristatin,Antiviral,Cream,382 mg,Amgen Inc.,Infection,Prescription
Acetocillin,Antiseptic,Capsule,168 mg,AbbVie Inc.,Infection,Over-the-Counter
Clarinazole,Antiseptic,Tablet,825 mg,Bayer AG,Infection,Over-the-Counter
Clarivir,Antifungal,Injection,65 mg,"Merck & Co., Inc.",Pain,Prescription
Acetostatin,Antiviral,Cream,937 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Metonazole,Antidiabetic,Drops,289 mg,Pfizer Inc.,Fever,Over-the-Counter
Amoxivir,Antiviral,Tablet,856 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Amoximet,Antiviral,Cream,919 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Acetomycin,Antifungal,Ointment,543 mg,CSL Limited,Virus,Over-the-Counter
Amoximycin,Antibiotic,Injection,534 mg,AbbVie Inc.,Wound,Prescription
Cefmycin,Antiviral,Inhaler,525 mg,AstraZeneca plc,Pain,Over-the-Counter
Metophen,Antifungal,Injection,778 mg,Novo Nordisk A/S,Virus,Prescription
Dolonazole,Antipyretic,Cream,478 mg,Pfizer Inc.,Pain,Over-the-Counter
Dolovir,Analgesic,Ointment,416 mg,Johnson & Johnson,Infection,Prescription
Clariprofen,Antifungal,Syrup,828 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Metomycin,Antibiotic,Syrup,369 mg,Sanofi S.A.,Fever,Over-the-Counter
Doloprofen,Antidepressant,Ointment,516 mg,Sanofi S.A.,Infection,Prescription
Dolophen,Antiviral,Capsule,716 mg,Bayer AG,Virus,Over-the-Counter
Dolonazole,Antiseptic,Inhaler,534 mg,Sanofi S.A.,Wound,Prescription
Dextromycin,Antibiotic,Drops,138 mg,Biogen Inc.,Virus,Over-the-Counter
Dextrophen,Antidiabetic,Cream,928 mg,Pfizer Inc.,Wound,Over-the-Counter
Metoprofen,Antipyretic,Syrup,667 mg,Pfizer Inc.,Fungus,Prescription
Dolovir,Antiseptic,Drops,359 mg,Pfizer Inc.,Infection,Over-the-Counter
Ibuproprofen,Antiseptic,Inhaler,442 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Ibuproprofen,Antiseptic,Ointment,560 mg,AbbVie Inc.,Fungus,Prescription
Dextrovir,Antibiotic,Cream,146 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cefvir,Antiseptic,Inhaler,148 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Metophen,Antiviral,Capsule,81 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Cefmycin,Antipyretic,Syrup,23 mg,CSL Limited,Virus,Prescription
Acetocillin,Antiseptic,Inhaler,560 mg,Roche Holding AG,Virus,Prescription
Ibuprovir,Antidepressant,Injection,569 mg,CSL Limited,Infection,Over-the-Counter
Metoprofen,Antidiabetic,Capsule,455 mg,Pfizer Inc.,Fungus,Over-the-Counter
Clarivir,Analgesic,Drops,390 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Dolostatin,Analgesic,Ointment,708 mg,Bayer AG,Infection,Prescription
Metostatin,Antidiabetic,Drops,667 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Amoximycin,Antiviral,Syrup,921 mg,Biogen Inc.,Pain,Over-the-Counter
Ibupromycin,Antidiabetic,Tablet,862 mg,Amgen Inc.,Pain,Over-the-Counter
Amoxinazole,Antidiabetic,Inhaler,711 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Ibuprophen,Antiseptic,Injection,768 mg,"Gilead Sciences, Inc.",Infection,Prescription
Cefcillin,Antiviral,Ointment,254 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Acetocillin,Antidiabetic,Injection,264 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Dextrocillin,Antiviral,Capsule,560 mg,Pfizer Inc.,Infection,Over-the-Counter
Amoximet,Antidiabetic,Inhaler,369 mg,Pfizer Inc.,Pain,Over-the-Counter
Amoximet,Antifungal,Inhaler,951 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Metomycin,Antifungal,Injection,903 mg,Eli Lilly and Company,Depression,Prescription
Amoxistatin,Antidepressant,Drops,317 mg,Bayer AG,Depression,Prescription
Ibupromycin,Antidiabetic,Tablet,473 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Acetomet,Antifungal,Drops,476 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Dextrostatin,Antiseptic,Syrup,903 mg,Novo Nordisk A/S,Fungus,Prescription
Dextromet,Antiseptic,Capsule,523 mg,"Gilead Sciences, Inc.",Pain,Prescription
Cefphen,Antipyretic,Cream,208 mg,Novo Nordisk A/S,Diabetes,Prescription
Metoprofen,Analgesic,Injection,834 mg,"Gilead Sciences, Inc.",Infection,Prescription
Dolocillin,Antiseptic,Capsule,513 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Dextrocillin,Antidiabetic,Cream,176 mg,Roche Holding AG,Virus,Prescription
Cefprofen,Antiseptic,Ointment,940 mg,Novartis AG,Pain,Over-the-Counter
Amoxicillin,Antidepressant,Capsule,649 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Dextrocillin,Antiviral,Inhaler,912 mg,Johnson & Johnson,Wound,Over-the-Counter
Acetophen,Antifungal,Ointment,348 mg,"Merck & Co., Inc.",Infection,Prescription
Clariprofen,Antiseptic,Drops,953 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Ibuprocillin,Analgesic,Drops,400 mg,Roche Holding AG,Depression,Over-the-Counter
Dolomet,Antifungal,Drops,102 mg,Novo Nordisk A/S,Depression,Prescription
Dextrocillin,Antiviral,Inhaler,28 mg,"Merck & Co., Inc.",Depression,Prescription
Metocillin,Antidepressant,Syrup,917 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Ibuprostatin,Analgesic,Tablet,81 mg,Sanofi S.A.,Diabetes,Prescription
Dextrovir,Antidiabetic,Injection,468 mg,Amgen Inc.,Virus,Prescription
Metovir,Antidepressant,Tablet,395 mg,Johnson & Johnson,Pain,Prescription
Metovir,Antiviral,Cream,849 mg,Eli Lilly and Company,Infection,Over-the-Counter
Cefnazole,Antiseptic,Capsule,782 mg,Amgen Inc.,Infection,Prescription
Ibuprophen,Antiviral,Drops,665 mg,AbbVie Inc.,Depression,Over-the-Counter
Amoximycin,Antibiotic,Tablet,337 mg,Amgen Inc.,Fever,Over-the-Counter
Metocillin,Antiseptic,Inhaler,771 mg,Pfizer Inc.,Infection,Over-the-Counter
Claristatin,Antidiabetic,Tablet,368 mg,Bayer AG,Virus,Over-the-Counter
Cefmycin,Antipyretic,Cream,409 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Dextrocillin,Analgesic,Injection,959 mg,Biogen Inc.,Diabetes,Prescription
Claricillin,Antidiabetic,Drops,786 mg,Novartis AG,Infection,Over-the-Counter
Ibuprostatin,Antiviral,Syrup,856 mg,Novartis AG,Wound,Prescription
Amoxinazole,Antibiotic,Cream,29 mg,"Merck & Co., Inc.",Wound,Prescription
Dolophen,Antidiabetic,Syrup,822 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Dextronazole,Antifungal,Ointment,841 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Clariprofen,Analgesic,Ointment,138 mg,Pfizer Inc.,Pain,Over-the-Counter
Cefprofen,Antipyretic,Drops,146 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibuprovir,Antipyretic,Syrup,497 mg,Novartis AG,Pain,Prescription
Dextroprofen,Antiviral,Drops,743 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Dextroprofen,Antiseptic,Drops,43 mg,AstraZeneca plc,Fungus,Prescription
